Rank,Creator_URL,Creator,Creator1,Patrons,DaysRunning,Launched
375,https://graphtreon.com/creator/warriorpoetsociety,"Warrior Poet Society is creating firearm & tactics instruction, gun & gear reviews, warrior minds (warriorpoetsociety)",Warrior Poet Society,2361,1218,Apr-17
376,https://graphtreon.com/creator/movieswithmikey,Movies with Mikey is creating Entertainment (movieswithmikey),Movies with Mikey,2356,1163,Jun-17
377,https://graphtreon.com/creator/NerdBallerTV,NerdBallerTV is creating Prank Videos (NerdBallerTV)nsfw,NerdBallerTV,2355,678,Oct-18
378,https://graphtreon.com/creator/TheHistoryGuy,The History Guy is creating Historical Documentary Films (TheHistoryGuy),The History Guy,2354,823,May-18
379,https://graphtreon.com/creator/CoachRedPill,Coach Red Pill is creating Videos (CoachRedPill)nsfw,Coach Red Pill,2348,1237,Mar-17
380,https://graphtreon.com/creator/geowizard,GeoWizard is creating Adventure and Geography Videos + Stories (geowizard)nsfw,GeoWizard,2344,349,Aug-19
381,https://graphtreon.com/creator/bingingwithbabish,Oliver Babish is creating Cooking Videos (bingingwithbabish),Oliver Babish,2341,1267,Feb-17
382,https://graphtreon.com/creator/minnmax,MinnMax is creating game videos (minnmax),MinnMax,2337,291,Oct-19
383,https://graphtreon.com/creator/TheBasementYard,The Basement Yard is creating a Podcast (TheBasementYard),The Basement Yard,2337,763,Jul-18
384,https://graphtreon.com/creator/sigeel,Linda Sejic (Sigeel) is creating comics (sigeel)nsfw,Linda Sejic (Sigeel),2329,480,Apr-19
385,https://graphtreon.com/creator/emilyscartoons,Emily's Cartoons is creating Comics (emilyscartoons),Emily's Cartoons,2324,1245,Mar-17
386,https://graphtreon.com/creator/Gleeman,Gleeman and the Geek is creating Off The Record Podcast (Gleeman),Gleeman and the Geek,2316,428,Jun-19
387,https://graphtreon.com/creator/crackingthecryptic,Cracking The Cryptic is creating Videos On How To Solve Puzzles (crackingthecryptic),Cracking The Cryptic,2316,575,Jan-19
388,https://graphtreon.com/creator/vldl,Viva La Dirt League is creating Gaming Comedy Sketches (vldl),Viva La Dirt League,2315,1398,Oct-16
389,https://graphtreon.com/creator/sethsbikehacks,Seth's Bike Hacks is creating a public bike park in Western North Carolina (sethsbikehacks),Seth's Bike Hacks,2311,1405,Oct-16
390,https://graphtreon.com/creator/jaynaylor,Jay Naylor is creating Erotic Comics and Illustrations (jaynaylor)nsfw,Jay Naylor,2306,2268,May-14
391,https://graphtreon.com/creator/duckfeedtv,Duckfeed.tv is creating Podcasts (duckfeedtv),Duckfeed.tv,2301,2372,Feb-14
392,https://graphtreon.com/creator/strangerspodcast,Strangers podcast is creating its 2020 Season (strangerspodcast),Strangers podcast,2301,465,May-19
393,https://graphtreon.com/creator/realismmod,FIFER is creating The FIFA 20 Realism Mod (realismmod),FIFER,2298,421,Jun-19
394,https://graphtreon.com/creator/AftynRose,AftynRose is creating ASMR (AftynRose)nsfw,AftynRose,2297,1033,Oct-17
395,https://graphtreon.com/creator/DragonsMod,Tiny Turtle is creating A Minecraft Dragons Mod (DragonsMod),Tiny Turtle,2290,318,Sep-19
396,https://graphtreon.com/creator/SBSK,Special Books by Special Kids  is creating Video Interviews with the Disability and Neurodiverse Community (SBSK),Special Books by Special Kids ,2289,432,Jun-19
397,https://graphtreon.com/creator/mega64,"Mega64 is creating SKITS, SHORT FILMS, PODCASTS AND MORE (mega64)",Mega64,2284,1737,Nov-15
398,https://graphtreon.com/creator/FutureFragments,"The Future Fragments Team is creating an 18+ game called ""Future Fragments"" (FutureFragments)nsfw",The Future Fragments Team,2281,2025,Jan-15
399,https://graphtreon.com/creator/DangerousASMR,"Dangerous ASMR is creating Fantasy ASMR and roleplay audios, both erotic and (mostly) tame. (DangerousASMR)nsfw",Dangerous ASMR,2273,625,Nov-18
400,https://graphtreon.com/creator/user?u=21589642,SenescentSoul is creating fiction,SenescentSoul,2268,411,Jun-19
401,https://graphtreon.com/creator/fek,Fek is creating Rack 2 and other furry games (fek)nsfw,Fek,2265,2180,Aug-14
402,https://graphtreon.com/creator/omdb,Brian Fritz is creating The Open Movie Database API (omdb),Brian Fritz,2259,1280,Feb-17
403,https://graphtreon.com/creator/killsixbilliondemons,ABBADON is creating comics and role playing games (killsixbilliondemons),ABBADON,2254,1797,Sep-15
404,https://graphtreon.com/creator/jtveemo,JTveemo is creating cute stuff and NSFW (jtveemo)nsfw,JTveemo,2248,526,Mar-19
405,https://graphtreon.com/creator/bechdelcast,The Bechdel Cast is creating a feminist movie podcast. (bechdelcast),The Bechdel Cast,2238,1034,Oct-17
406,https://graphtreon.com/creator/thisoldtony,This Old Tony is creating metalworking videos... mostly. (thisoldtony),This Old Tony,2235,664,Oct-18
407,https://graphtreon.com/creator/AltShiftX,Alt Shift X is creating videos (AltShiftX),Alt Shift X,2232,1827,Aug-15
408,https://graphtreon.com/creator/askronna,Ask Ronna (& Bryan) is creating the Loro Piana of podcasts  (askronna),Ask Ronna (& Bryan),2232,189,Feb-20
409,https://graphtreon.com/creator/mrxtoon,Mr. X-Toon is creating NSFW Gay Animations (mrxtoon)nsfw,Mr. X-Toon,2226,97,May-20
410,https://graphtreon.com/creator/wildeerstudio,wildeer studio is creating 3D NSFW models and animations (wildeerstudio)nsfw,wildeer studio,2224,533,Feb-19
411,https://graphtreon.com/creator/oppsoftheweek,Sonia Weiser is creating Opportunities of the Week newsletter (oppsoftheweek),Sonia Weiser,2200,769,Jul-18
412,https://graphtreon.com/creator/thebruenigs,The Bruenigs is creating a podcast (thebruenigs),The Bruenigs,2198,668,Oct-18
413,https://graphtreon.com/creator/sakuradayana,sakurada yana is creating BL comics. (sakuradayana)nsfw,sakurada yana,2191,1084,Aug-17
414,https://graphtreon.com/creator/foundmyfitness,"Dr. Rhonda Patrick (FoundMyFitness) is creating Videos, podcasts, and articles about science, health, & aging (foundmyfitness)",Dr. Rhonda Patrick (FoundMyFitness),2190,2367,Feb-14
415,https://graphtreon.com/creator/svdelos,Sailing SV Delos is creating a SAILING round-the-world adventure! (svdelos),Sailing SV Delos,2176,2167,Sep-14
416,https://graphtreon.com/creator/malucobelezapodcast,Rui Unas is creating Maluco Beleza (malucobelezapodcast),Rui Unas,2175,1640,Feb-16
417,https://graphtreon.com/creator/podcasttheride,Podcast The Ride is creating a comedy podcast about theme parks (podcasttheride),Podcast The Ride,2171,654,Oct-18
418,https://graphtreon.com/creator/exga,Exga is creating 3D NSFW Animations (exga)nsfw,Exga,2165,1116,Jul-17
419,https://graphtreon.com/creator/user?u=32304949,Den Korte Coronavis is creating podcasts,Den Korte Coronavis,2161,140,Mar-20
420,https://graphtreon.com/creator/generationwhy,The Generation Why Podcast is creating Podcasts (generationwhy),The Generation Why Podcast,2160,1273,Feb-17
421,https://graphtreon.com/creator/aliceoseman,Alice Oseman is creating Heartstopper (aliceoseman),Alice Oseman,2158,1398,Oct-16
422,https://graphtreon.com/creator/ObsoleteOddity,ObsoleteOddity is creating Creepy Historical Videos (ObsoleteOddity),ObsoleteOddity,2156,1176,May-17
423,https://graphtreon.com/creator/lookmumnocomputer,Look Mum No Computer is creating Music and Crazy musical electronic machines and Educational vids (lookmumnocomputer),Look Mum No Computer,2145,1266,Feb-17
424,https://graphtreon.com/creator/badwolves,Bad Wolves  is creating videos and music (badwolves),Bad Wolves ,2144,132,Mar-20
425,https://graphtreon.com/creator/phillygames,PhillyGames is creating Adult Games (phillygames)nsfw,PhillyGames,2142,1099,Aug-17
426,https://graphtreon.com/creator/FlashbackForever,Flashback Forever is creating podcasts and videos (FlashbackForever),Flashback Forever,2141,145,Mar-20
427,https://graphtreon.com/creator/talkingsimpsons,Talking Simpsons is creating Podcasts about Cartoon History! (talkingsimpsons),Talking Simpsons,2139,1151,Jun-17
428,https://graphtreon.com/creator/saraunderwood,Sara Underwood is creating Photography & Video (saraunderwood)nsfw,Sara Underwood,2126,1342,Dec-16
429,https://graphtreon.com/creator/kendberrymd,"Ken D Berry, MD is creating Books, Videos and Health (kendberrymd)","Ken D Berry, MD",2126,967,Dec-17
430,https://graphtreon.com/creator/comedybutton,The Comedy Button is creating Weekly Podcasts and Videos (comedybutton),The Comedy Button,2125,2160,Sep-14
431,https://graphtreon.com/creator/howtoadhd,"How to ADHD is creating an ADHD ""toolbox"" full of research-based information and tips! (howtoadhd)",How to ADHD,2124,1466,Aug-16
432,https://graphtreon.com/creator/bowei,Bo Wei is creating femdom stuff (bowei)nsfw,Bo Wei,2120,968,Dec-17
433,https://graphtreon.com/creator/nyl2,Nyl is creating Animations (nyl2)nsfw,Nyl,2111,1552,May-16
434,https://graphtreon.com/creator/cocogor,CoCoå“¥  is creating community & knowledge sharing (cocogor),CoCoå“¥ ,2110,423,Jun-19
435,https://graphtreon.com/creator/8BitGuy1,The 8-Bit Guy is creating Retro Computer Videos (8BitGuy1),The 8-Bit Guy,2106,1606,Mar-16
436,https://graphtreon.com/creator/miracleofsound,Miracle Of Sound is creating Songs and music videos  (miracleofsound),Miracle Of Sound,2105,1196,May-17
437,https://graphtreon.com/creator/homestuck,Homestuck is creating Homestuck^2: Beyond Canon (homestuck),Homestuck,2105,290,Oct-19
438,https://graphtreon.com/creator/creambee,Creambee is creating erotic interactive animations and games (creambee)nsfw,Creambee,2103,1283,Feb-17
439,https://graphtreon.com/creator/castnplay,Cast N Play is creating 3D Printable Miniatures for your Tabletop Games  (castnplay),Cast N Play,2098,643,Nov-18
440,https://graphtreon.com/creator/dystopianproject,"The Dystopian Project is creating Adult Games, Webcomics & Artwork (dystopianproject)nsfw",The Dystopian Project,2098,1496,Jul-16
441,https://graphtreon.com/creator/Supereyepatchwolf,Super Eyepatch Wolf is creating Videos (Supereyepatchwolf),Super Eyepatch Wolf,2096,1297,Jan-17
442,https://graphtreon.com/creator/uketeacher,The Ukulele Teacher is creating fun lessons and covers for players of all abilities! (uketeacher),The Ukulele Teacher,2092,2029,Jan-15
443,https://graphtreon.com/creator/BenEllerGuitars,"Ben Eller is creating Guitar lessons, YouTube videos, music, and more! (BenEllerGuitars)",Ben Eller,2089,569,Jan-19
444,https://graphtreon.com/creator/lifeofboris,Life of Boris is creating cheeki breeki (lifeofboris),Life of Boris,2088,1660,Jan-16
445,https://graphtreon.com/creator/cherrycrush,ASMR Cherry Crush is creating love (cherrycrush)nsfw,ASMR Cherry Crush,2087,1836,Aug-15
446,https://graphtreon.com/creator/afrobull,AfroBull is creating Ultra-Lewd Art (afrobull)nsfw,AfroBull,2077,870,Mar-18
447,https://graphtreon.com/creator/thebreakdown,The Breakdown is creating a daily LIVE video news broadcast and a vibrant online community (thebreakdown),The Breakdown,2073,114,Apr-20
448,https://graphtreon.com/creator/paulharrell,Paul Harrell is creating Shooting Videos (paulharrell),Paul Harrell,2072,1202,Apr-17
449,https://graphtreon.com/creator/Sorastros,Sorastro is creating miniature painting tutorials (Sorastros),Sorastro,2068,1884,Jun-15
450,https://graphtreon.com/creator/miakerr,Mia Kerr is creating romance novels and erotica (miakerr),Mia Kerr,2068,234,Dec-19
451,https://graphtreon.com/creator/GarandTHumb,Garand Thumb is creating Super Lit Youtube videos (GarandTHumb),Garand Thumb,2063,1029,Oct-17
452,https://graphtreon.com/creator/nodumbquestions,No Dumb Questions is creating a podcast. (nodumbquestions),No Dumb Questions,2062,1277,Feb-17
453,https://graphtreon.com/creator/adfreeshows,AdFreeShows.com is creating all your favorites...without the sales pitch (adfreeshows),AdFreeShows.com,2059,200,Jan-20
454,https://graphtreon.com/creator/kittenacademy,Kitten Academy is creating Better Lives for Kittens (kittenacademy),Kitten Academy,2055,1470,Aug-16
455,https://graphtreon.com/creator/sotnikTV,"ÐÐµÐ·Ð°Ð²Ð¸ÑÐ¸Ð¼Ñ‹Ð¹ ÐºÐ°Ð½Ð°Ð» Sotnik-TV is creating ÐÐ¾Ð²Ð¾ÑÑ‚Ð¸, Ð°Ð½Ð°Ð»Ð¸Ñ‚Ð¸ÐºÐ°, Ð¸Ð½Ñ‚ÐµÑ€Ð²ÑŒÑŽ, Ñ€ÐµÐ¿Ð¾Ñ€Ñ‚Ð°Ð¶Ð¸ Ð¾ ÑÐ¾Ð±Ñ‹Ñ‚Ð¸ÑÑ… Ð² Ð Ð¾ÑÑÐ¸Ð¸. (sotnikTV)",ÐÐµÐ·Ð°Ð²Ð¸ÑÐ¸Ð¼Ñ‹Ð¹ ÐºÐ°Ð½Ð°Ð» Sotnik-TV,2044,245,Dec-19
456,https://graphtreon.com/creator/HydraFXX,HydraFXX is creating 3D animations and images (HydraFXX)nsfw,HydraFXX,2042,583,Jan-19
457,https://graphtreon.com/creator/hyao,Hyao is creating Text-Based Adult Games (hyao)nsfw,Hyao,2042,529,Feb-19
458,https://graphtreon.com/creator/Sad_Crab,Sad Crab Company is creating Adult Games (Sad_Crab)nsfw,Sad Crab Company,2040,1672,Jan-16
459,https://graphtreon.com/creator/FCOL,For Crying Out Loud is creating Podcasts (FCOL),For Crying Out Loud,2029,1629,Feb-16
460,https://graphtreon.com/creator/essentialcraftsman,Essential Craftsman is creating Videos on Craftsmanship (essentialcraftsman),Essential Craftsman,2028,1198,Apr-17
461,https://graphtreon.com/creator/ponytownteam,Pony Town Team is creating Pony Town (ponytownteam),Pony Town Team,2028,1123,Jul-17
462,https://graphtreon.com/creator/e1podcast,episode 1 is creating podcasts (e1podcast),episode 1,2025,1088,Aug-17
463,https://graphtreon.com/creator/crushstation,Crushstation is creating an adult sexpionage RPG (crushstation)nsfw,Crushstation,2017,1089,Aug-17
464,https://graphtreon.com/creator/pentatonix,Pentatonix is creating Music Videos (pentatonix),Pentatonix,2008,2360,Feb-14
465,https://graphtreon.com/creator/vgerotica,VG Erotica is creating Erotic Animations (vgerotica)nsfw,VG Erotica,2005,1100,Aug-17
466,https://graphtreon.com/creator/louisedemasi,Louise De Masi is creating watercolour painting tutorial videos (louisedemasi),Louise De Masi,2005,437,May-19
467,https://graphtreon.com/creator/KeepYourDaydream,Keep Your Daydream is creating a positive community that shares experiences!   (KeepYourDaydream),Keep Your Daydream,2000,1320,Dec-16
468,https://graphtreon.com/creator/mrbaddeley,Michael Baddeley is creating 3d printer designs (mrbaddeley),Michael Baddeley,2000,1291,Jan-17
469,https://graphtreon.com/creator/dogen,Dogen is creating Japanese comedy skits and language lessons. (dogen),Dogen,2000,1421,Sep-16
470,https://graphtreon.com/creator/aya_shobon,AYA(Â´ãƒ»Ï‰ãƒ»ï½€) is creating FUTANARI DRAWING (aya_shobon)nsfw,AYA(Â´ãƒ»Ï‰ãƒ»ï½€),1998,1351,Nov-16
471,https://graphtreon.com/creator/hasfit,HASfit is creating a motivational fitness tribe (hasfit),HASfit,1998,1414,Sep-16
472,https://graphtreon.com/creator/SpazBoysComedy,Spaz Boys Comedy is creating Videos & A Community Of FUN! (SpazBoysComedy)nsfw,Spaz Boys Comedy,1998,1439,Sep-16
473,https://graphtreon.com/creator/VaultMan,VAULTPLAY DevTeam is creating GAMES  (VaultMan)nsfw,VAULTPLAY DevTeam,1997,2022,Jan-15
474,https://graphtreon.com/creator/vttassets,Virtual Tabletop Assets is creating Modules for Foundry VTT and other digital RPG assets (vttassets),Virtual Tabletop Assets,1984,360,Aug-19
475,https://graphtreon.com/creator/leesareneehall,Leesa Renee Hall is creating Inner Field Tripâ„¢ (leesareneehall),Leesa Renee Hall,1982,1030,Oct-17
476,https://graphtreon.com/creator/sexyuniquepodcast,Lara Marie Schoenhals is creating Sexy Unique Podcast (sexyuniquepodcast),Lara Marie Schoenhals,1975,1084,Aug-17
477,https://graphtreon.com/creator/hincap,Hinca-P (+18) is creating Animations (hincap)nsfw,Hinca-P (+18),1975,529,Feb-19
478,https://graphtreon.com/creator/wanhoisecret,WAN HOI SECRET is creating article (wanhoisecret),WAN HOI SECRET,1974,706,Sep-18
479,https://graphtreon.com/creator/foosel,Gina HÃ¤uÃŸge is creating OctoPrint (foosel),Gina HÃ¤uÃŸge,1973,1580,Apr-16
480,https://graphtreon.com/creator/merunyaa,merunyaa is creating all kinds of nasty ðŸ‘€ [+18] (merunyaa)nsfw,merunyaa,1972,1849,Jul-15
481,https://graphtreon.com/creator/CapAwkward,Captain Awkward is creating Advice blogs (CapAwkward),Captain Awkward,1964,1448,Aug-16
482,https://graphtreon.com/creator/Cambrian,Cambrian is creating Fictional Stories (Cambrian)nsfw,Cambrian,1963,1265,Feb-17
483,https://graphtreon.com/creator/issarae,"Issa Rae Presents is creating Series, Films, Events (issarae)",Issa Rae Presents,1962,2357,Feb-14
484,https://graphtreon.com/creator/legendkeeper,Braden is creating LegendKeeper (legendkeeper),Braden,1959,693,Sep-18
485,https://graphtreon.com/creator/blitzguitar,Blitzguitar is creating Unique Guitar Lessons (blitzguitar),Blitzguitar,1956,1224,Apr-17
486,https://graphtreon.com/creator/jagodibuja,JAGODIBUJA is creating Webcomics and illustrations (jagodibuja)nsfw,JAGODIBUJA,1954,2393,Jan-14
487,https://graphtreon.com/creator/POSTwrestling,John Pollock & Wai Ting is creating POST Wrestling podcasts (POSTwrestling),John Pollock & Wai Ting,1954,960,Dec-17
488,https://graphtreon.com/creator/stevenreactz,Steven Walker is creating Music Commentary (stevenreactz),Steven Walker,1954,564,Jan-19
489,https://graphtreon.com/creator/ksuihuh,Ksuihuh's Corner is creating Mods for The Sims 4 (ksuihuh)nsfw,Ksuihuh's Corner,1951,738,Aug-18
490,https://graphtreon.com/creator/celadonapps,Celadon Software is creating Mobile apps (celadonapps),Celadon Software,1949,299,Oct-19
491,https://graphtreon.com/creator/RollPlay,RollPlayÂ® is creating Table Top Content (RollPlay),RollPlayÂ®,1948,1472,Jul-16
492,https://graphtreon.com/creator/afternoonmaps,Afternoon Maps is creating RPG and DnD battlemaps (afternoonmaps),Afternoon Maps,1944,755,Jul-18
493,https://graphtreon.com/creator/thechateaudiaries,Stephanie Jarvis is creating videos and restoring a 16th century French chateau! (thechateaudiaries),Stephanie Jarvis,1940,183,Feb-20
494,https://graphtreon.com/creator/bcslots,Brian Christopher is creating Slot Machine Videos (bcslots),Brian Christopher,1939,1223,Apr-17
495,https://graphtreon.com/creator/kinkymation,"Kinkymation is creating adult illustrations,animation and games (kinkymation)nsfw",Kinkymation,1935,1073,Sep-17
496,https://graphtreon.com/creator/rexkrueger,Rex Krueger is creating  videos about craft. (rexkrueger),Rex Krueger,1935,947,Jan-18
497,https://graphtreon.com/creator/lsxyz9,"LS is creating League of Legends Content, Full-time streaming (lsxyz9)",LS,1935,757,Jul-18
498,https://graphtreon.com/creator/kuja,The Tribe (LOK TEAM) is creating LOK RE (LOK REBIRTH) (kuja)nsfw,The Tribe (LOK TEAM),1930,1246,Mar-17
499,https://graphtreon.com/creator/CorridorDigital,Corridor Digital is creating Videos  (CorridorDigital),Corridor Digital,1923,2365,Feb-14
500,https://graphtreon.com/creator/UnderTheWitch,NumericGazer is creating Under The Witch__FemdomGame for Adults (UnderTheWitch)nsfw,NumericGazer,1923,862,Apr-18
501,https://graphtreon.com/creator/tfs,Team Four Star is creating Laughter (tfs),Team Four Star,1922,1948,Apr-15
502,https://graphtreon.com/creator/RABthoughts,RAB Thoughts is creating Yankees analysis (RABthoughts),RAB Thoughts,1922,471,Apr-19
503,https://graphtreon.com/creator/JessicaNigri,Jessica Nigri is creating STUFF? COSPLAY? LEWD STUFF? SHOOT MAN I DUNNO (JessicaNigri)nsfw,Jessica Nigri,1922,1669,Jan-16
504,https://graphtreon.com/creator/downsettalk,"Down, Set, Talk! is creating Football Podcast (downsettalk)","Down, Set, Talk!",1921,756,Jul-18
505,https://graphtreon.com/creator/WARMODE,WAR MODE is creating 69 ball sack (WARMODE),WAR MODE,1920,149,Mar-20
506,https://graphtreon.com/creator/gamersnexus,GamersNexus is creating PC Hardware Journalism (gamersnexus),GamersNexus,1920,2476,Oct-13
507,https://graphtreon.com/creator/cutesexyrobutts,Cutesexyrobutts is creating NSFW drawings (cutesexyrobutts)nsfw,Cutesexyrobutts,1919,631,Nov-18
508,https://graphtreon.com/creator/CaptainHardcore,AntiZero is creating CAPTAIN HARDCORE - a Scifi/Cyberpunk XXX VR/Non VR Game (CaptainHardcore)nsfw,AntiZero,1918,475,Apr-19
509,https://graphtreon.com/creator/utsava,Utsava Psychic Medium Democracy Lesson # 1 is creating Prophecies and Psychic Predictions (utsava),Utsava Psychic Medium Democracy Lesson # 1,1918,898,Feb-18
510,https://graphtreon.com/creator/answerswithjoe,Joe Scott is creating new perspectives on the world and the universe on YouTube! (answerswithjoe),Joe Scott,1915,1568,Apr-16
511,https://graphtreon.com/creator/sleepygimp,Sleepy Gimp is creating Smut (sleepygimp)nsfw,Sleepy Gimp,1915,1814,Aug-15
512,https://graphtreon.com/creator/yuurivoice,YuuriVoice is creating Voice Acting Shenanigans (yuurivoice)nsfw,YuuriVoice,1907,1318,Dec-16
513,https://graphtreon.com/creator/gunnerkrigg,Tom Siddell is creating Comics (gunnerkrigg),Tom Siddell,1899,2258,Jun-14
514,https://graphtreon.com/creator/BoyfriendAudio,BoyfriendAudio is creating Erotic Audio (BoyfriendAudio)nsfw,BoyfriendAudio,1897,576,Jan-19
515,https://graphtreon.com/creator/HamletMachine,HamletMachine is creating Comics and illustrations (HamletMachine)nsfw,HamletMachine,1889,714,Aug-18
516,https://graphtreon.com/creator/sandlustgames,Dark Silver is creating Glamour (adult game) (sandlustgames)nsfw,Dark Silver,1885,1291,Jan-17
517,https://graphtreon.com/creator/theantifada,The Antifada is creating The Antifada (theantifada),The Antifada,1885,886,Mar-18
518,https://graphtreon.com/creator/desiresfm,DesireSFM is creating SFM NSFW animation (desiresfm)nsfw,DesireSFM,1878,1456,Aug-16
519,https://graphtreon.com/creator/theneedledrop,The Needle Drop is creating Music Reviews & Commentary (theneedledrop),The Needle Drop,1878,372,Aug-19
520,https://graphtreon.com/creator/bkxc,BKXC is creating videos about the best mountain bike trails in the world (bkxc),BKXC,1877,1425,Sep-16
521,https://graphtreon.com/creator/neebsgaming,Neebs Gaming is creating Cinematic Gameplay Adventures (neebsgaming),Neebs Gaming,1875,1152,Jun-17
522,https://graphtreon.com/creator/thebpdshow,Benjamin Dixon is creating the dopest progressive podcast in the game.  (thebpdshow),Benjamin Dixon,1870,1967,Mar-15
523,https://graphtreon.com/creator/kackundsach,Kack & Sachgeschichten is creating Der Podcast mit Klugschiss (kackundsach),Kack & Sachgeschichten,1866,1505,Jun-16
524,https://graphtreon.com/creator/MajorityReport,The Majority Report With Sam Seder is creating a daily political talk show. (MajorityReport),The Majority Report With Sam Seder,1864,1204,Apr-17
525,https://graphtreon.com/creator/seanmcarroll,Sean Carroll is creating Mindscape Podcast (seanmcarroll),Sean Carroll,1861,730,Aug-18
526,https://graphtreon.com/creator/LordArioch,Lord Arioch is creating Seeds of Chaos (LordArioch)nsfw,Lord Arioch,1860,1634,Feb-16
527,https://graphtreon.com/creator/wanchin,Dr. Wan Chin is creating å¥§å¦™æ”¿è«–ã€ç”Ÿæ´»é›œæ–‡ã€æƒ…æ…¾å°èªªã€éˆç•°é¬¼æ€ªã€ä½›é“è­š (wanchin),Dr. Wan Chin,1858,70,Jun-20
528,https://graphtreon.com/creator/TenThumbsPro,Tyler Austenfeld is creating Ukulele Lessons (TenThumbsPro),Tyler Austenfeld,1858,2018,Jan-15
529,https://graphtreon.com/creator/Shibbysays,Shibby Says is creating Deliciously Wicked ASMR Audios (Shibbysays)nsfw,Shibby Says,1858,1604,Mar-16
530,https://graphtreon.com/creator/haveristerna,Haveristerna is creating glada zoomers pÃ¥ instagram (haveristerna),Haveristerna,1852,2295,Apr-14
531,https://graphtreon.com/creator/psychedsubstance,PsychedSubstance is creating Psychedelic/Drug Education Videos (psychedsubstance),PsychedSubstance,1849,1896,Jun-15
532,https://graphtreon.com/creator/accelart,Accel art is creating Web Comics and Illustration   (accelart)nsfw,Accel art,1848,1402,Oct-16
533,https://graphtreon.com/creator/loopop,"Loopop is creating music tech ideas, tips, tricks and reviews (loopop)",Loopop,1848,727,Aug-18
534,https://graphtreon.com/creator/Braindrop,Braindrop is creating WVM (Braindrop)nsfw,Braindrop,1846,350,Aug-19
535,https://graphtreon.com/creator/dcorsetto,Danielle Corsetto is creating a comic called Elephant Town (dcorsetto),Danielle Corsetto,1844,2306,Apr-14
536,https://graphtreon.com/creator/MrMasonMills,"Mr Mason Mills is creating a group to share predictions , get news fast & chat together.  (MrMasonMills)",Mr Mason Mills,1835,15,Jul-20
537,https://graphtreon.com/creator/dissonancepod,Cognitive Dissonance Podcast is creating Podcasts (dissonancepod),Cognitive Dissonance Podcast,1834,2368,Feb-14
538,https://graphtreon.com/creator/midnitetech,midnitetech is creating Sims 4 Careers (midnitetech),midnitetech,1834,613,Dec-18
539,https://graphtreon.com/creator/artwithflo,Art with Flo is creating Digital Art tutorials for Procreate (artwithflo),Art with Flo,1834,668,Oct-18
540,https://graphtreon.com/creator/citationpod,Citation Needed is creating Podcasts (citationpod),Citation Needed,1832,1215,Apr-17
541,https://graphtreon.com/creator/G_B,G_Î² is creating Adult Animation (G_B)nsfw,G_Î²,1832,1057,Sep-17
542,https://graphtreon.com/creator/exurb1r,"exurb1a is creating Philosophy, Awkwardness, and Dick jokes (exurb1r)",exurb1a,1829,1616,Mar-16
543,https://graphtreon.com/creator/MisterPink,Mister Pinkã®MMD is creating R-18 MMD (MisterPink)nsfw,Mister Pinkã®MMD,1828,441,May-19
544,https://graphtreon.com/creator/arcgames,Arc is creating Adult Visual Novels and Games! (arcgames)nsfw,Arc,1826,422,Jun-19
545,https://graphtreon.com/creator/thegreatwar,Real Time History is creating The Great War Documentary Series (thegreatwar),Real Time History,1826,1992,Feb-15
546,https://graphtreon.com/creator/majorkill,MajorKill is creating Warhammer Fantasy + 40K Lore Videos for YouTube (majorkill)nsfw,MajorKill,1825,814,May-18
547,https://graphtreon.com/creator/osprimos,OS PRIMOS  is creating Videos & Podcast.  (osprimos),OS PRIMOS ,1824,220,Jan-20
548,https://graphtreon.com/creator/pierosangiorgio,Piero San Giorgio is creating Articles and videos (pierosangiorgio)nsfw,Piero San Giorgio,1823,655,Oct-18
549,https://graphtreon.com/creator/noiranddark,Noir is creating Adult Content and Animations for TS4 (noiranddark)nsfw,Noir,1821,1204,Apr-17
550,https://graphtreon.com/creator/wearyourvoice,Wear Your Voice Magazine is creating radical resources for the liberation of queer and trans BIPOC  (wearyourvoice)nsfw,Wear Your Voice Magazine,1820,802,May-18
551,https://graphtreon.com/creator/latteasmr,Latte is creating ASMR videos (latteasmr)nsfw,Latte,1814,1387,Oct-16
552,https://graphtreon.com/creator/HistoriaCivilis,Historia Civilis is creating History Videos (HistoriaCivilis),Historia Civilis,1814,1928,May-15
553,https://graphtreon.com/creator/insexsity,Insexsity_team is creating demo_art (insexsity)nsfw,Insexsity_team,1813,1191,May-17
554,https://graphtreon.com/creator/zonkpunch,ZONKPUNCH is creating 18+ Art & Animation (zonkpunch)nsfw,ZONKPUNCH,1811,464,May-19
555,https://graphtreon.com/creator/guiltyfeminist,The Guilty Feminist is creating Podcasts (guiltyfeminist),The Guilty Feminist,1810,142,Mar-20
556,https://graphtreon.com/creator/elanachampionoflust,Elana Champion of Lust is creating Adult video games (elanachampionoflust)nsfw,Elana Champion of Lust,1808,1931,Apr-15
557,https://graphtreon.com/creator/SWE,Something Witty Entertainment is creating Comedy (SWE),Something Witty Entertainment,1805,1836,Aug-15
558,https://graphtreon.com/creator/BetterRepack,ScrewThisNoise is creating BetterRepack Mod-Packs (BetterRepack)nsfw,ScrewThisNoise,1805,459,May-19
559,https://graphtreon.com/creator/nerdwriter,The Nerdwriter is creating video essays (nerdwriter),The Nerdwriter,1802,2086,Nov-14
560,https://graphtreon.com/creator/xHeyCharliex,Hey Charlie is creating YouTube Videos (xHeyCharliex),Hey Charlie,1800,598,Dec-18
