Rank,Creator_URL,Creator,Creator1,Patrons,DaysRunning,Launched
940,https://graphtreon.com/creator/jonnajinton,"Jonna Jinton is creating videos, music, photography and paintings (jonnajinton)",Jonna Jinton,1250,1057,Sep-17
941,https://graphtreon.com/creator/IrphaeusWaifuAcademy,Irphaeus is creating Adult games (IrphaeusWaifuAcademy)nsfw,Irphaeus,1249,911,Feb-18
942,https://graphtreon.com/creator/Bellular,"Bellular is creating WoW videos, fantasy loot & gaming news (Bellular)",Bellular,1247,1233,Mar-17
943,https://graphtreon.com/creator/NiiCri,niiCri is creating Adult Flash Games. (NSFW) (NiiCri)nsfw,niiCri,1244,1581,Apr-16
944,https://graphtreon.com/creator/willymyco,"Willy Myco is creating Psychedelic tutorials, education, Vlogs & more!! (willymyco)",Willy Myco,1244,1306,Jan-17
945,https://graphtreon.com/creator/tomcartos,"Tom Cartos is creating Maps, Assets and more for TTRPGs (tomcartos)",Tom Cartos,1243,389,Jul-19
946,https://graphtreon.com/creator/vihart,Vi Hart is creating free media that lifts the human spirit. Like math videos! (vihart),Vi Hart,1242,1973,Mar-15
947,https://graphtreon.com/creator/PKA,Painkiller Already is creating The best podcast in the multiverse (PKA),Painkiller Already,1240,2271,May-14
948,https://graphtreon.com/creator/DoorMonster,Door Monster is creating D&D Gameplay and Other Videos (DoorMonster),Door Monster,1240,2036,Jan-15
949,https://graphtreon.com/creator/hornstown,Unlikely is creating adult interactive fiction (18+) (hornstown)nsfw,Unlikely,1239,1150,Jun-17
950,https://graphtreon.com/creator/anaitreload,AnaitGames y Podcast RELOAD is creating Web y Podcast de videojuegos (anaitreload),AnaitGames y Podcast RELOAD,1236,1978,Mar-15
951,https://graphtreon.com/creator/tesladailypodcast,Rob Maurer is creating Tesla Daily Podcast (tesladailypodcast),Rob Maurer,1236,1086,Aug-17
952,https://graphtreon.com/creator/niur,NIUR is creating NSFW painting (niur)nsfw,NIUR,1234,769,Jul-18
953,https://graphtreon.com/creator/dicegrimorium,Dice Grimorium is creating maps and tokens for D&D and Pathfinder. (dicegrimorium),Dice Grimorium,1232,544,Feb-19
954,https://graphtreon.com/creator/whatsgoodgames,What's Good Games is creating video game podcasts & videos. (whatsgoodgames),What's Good Games,1232,1183,May-17
955,https://graphtreon.com/creator/jayforeman,Jay Foreman is creating educational videos (jayforeman),Jay Foreman,1231,1183,May-17
956,https://graphtreon.com/creator/prof_abrasive,Professor Abrasive is creating retro gaming technology (prof_abrasive),Professor Abrasive,1229,1265,Feb-17
957,https://graphtreon.com/creator/20MinuteTims,20 Minute Tims is creating Podcasts (20MinuteTims),20 Minute Tims,1229,875,Mar-18
958,https://graphtreon.com/creator/Stratovarius,"Stratovarius is creating The Northwood Lair and other R-18 3D PC, Android OS Games (Stratovarius)nsfw",Stratovarius,1228,1893,Jun-15
959,https://graphtreon.com/creator/ninjartist,"Ninjartist is creating NSFW Art, Vore, Peril, Pin Ups, Bondage (ninjartist)nsfw",Ninjartist,1225,1775,Oct-15
960,https://graphtreon.com/creator/MexineseFamily,Mexinese Family is creating BTS Reaction Videos (MexineseFamily),Mexinese Family,1224,345,Aug-19
961,https://graphtreon.com/creator/johnnyharris,Johnny Harris  is creating videos (johnnyharris),Johnny Harris ,1223,28,Jul-20
962,https://graphtreon.com/creator/tfbtv,TFBTV is creating Gun Videos (tfbtv),TFBTV,1222,1699,Dec-15
963,https://graphtreon.com/creator/oppaigames,Oppai Games is creating Quickie: A Love Hotel Story [NSFW] (oppaigames)nsfw,Oppai Games,1221,1124,Jul-17
964,https://graphtreon.com/creator/topapate,Jose Tejada is creating open source hardware (FPGA cores) for retro computing (topapate),Jose Tejada,1220,571,Jan-19
965,https://graphtreon.com/creator/Kipteitei,Kipteitei is creating chubby anime girls (Kipteitei)nsfw,Kipteitei,1220,1923,May-15
966,https://graphtreon.com/creator/BasketNews,BasketNews.lt is creating Audio and Video content. (BasketNews),BasketNews.lt,1220,349,Aug-19
967,https://graphtreon.com/creator/digitalfoundry,Digital Foundry is creating a 4K gaming video platform (digitalfoundry),Digital Foundry,1219,1372,Nov-16
968,https://graphtreon.com/creator/AppliedScience,Applied Science is creating Awesome science and tech videos (AppliedScience),Applied Science,1218,2064,Dec-14
969,https://graphtreon.com/creator/lasotana,"La Sotana is creating Podcast, radio, YouTube (lasotana)nsfw",La Sotana,1217,536,Feb-19
970,https://graphtreon.com/creator/boweryboys,The Bowery Boys is creating Podcasts About New York City History  (boweryboys),The Bowery Boys,1217,1957,Apr-15
971,https://graphtreon.com/creator/StruckByBelz,StruckByBelz is creating Reactions & Reviews! (StruckByBelz)nsfw,StruckByBelz,1217,574,Jan-19
972,https://graphtreon.com/creator/Gigguk,Gigguk is creating Anime Videos (Gigguk),Gigguk,1215,1515,Jun-16
973,https://graphtreon.com/creator/BangerTV,"BangerTV is creating the biggest, strongest global metal community. (BangerTV)",BangerTV,1215,819,May-18
974,https://graphtreon.com/creator/hentaivr,Hentai VR is creating VR Animations / VR Hentai content  (hentaivr)nsfw,Hentai VR,1214,928,Jan-18
975,https://graphtreon.com/creator/jsnip4,Realist News (jsnip4) is creating WOO WOO! (jsnip4),Realist News (jsnip4),1214,771,Jul-18
976,https://graphtreon.com/creator/iconaboi,Icona Boi is creating Tutorial Beatmaking (iconaboi),Icona Boi,1213,257,Nov-19
977,https://graphtreon.com/creator/Nadeem_Walayat,Nadeem Walayat is creating Financial Markets Analysis and Trend Forecasts. (Nadeem_Walayat),Nadeem Walayat,1212,785,Jun-18
978,https://graphtreon.com/creator/thelapsedfan,The Lapsed Fan is creating PODCAST/VIDEO SERIES (thelapsedfan),The Lapsed Fan,1211,1945,Apr-15
979,https://graphtreon.com/creator/E4L,Dylan Wheeler is creating content in hope of bringing people to Jesus (E4L),Dylan Wheeler,1211,887,Mar-18
980,https://graphtreon.com/creator/Nimja,"Nimja Hypnosis is creating Hypnosis Audios, Visuals, and Scripts (Nimja)nsfw",Nimja Hypnosis,1210,1973,Mar-15
981,https://graphtreon.com/creator/mugglecast,MuggleCast is creating Magical Podcastery  (mugglecast),MuggleCast,1209,1667,Jan-16
982,https://graphtreon.com/creator/kylehill,Kyle Hill is creating science videos today for a nerdier tomorrow (kylehill),Kyle Hill,1209,168,Feb-20
983,https://graphtreon.com/creator/signalsmusicstudio,Jake Lizzio is creating Educational Videos about Guitar and Music (signalsmusicstudio),Jake Lizzio,1208,868,Mar-18
984,https://graphtreon.com/creator/astaros3d,Astaros 3D is creating adult games and comics  (astaros3d)nsfw,Astaros 3D,1207,1273,Feb-17
985,https://graphtreon.com/creator/mamobot,MAMOBOT is creating monthly pin club and artwork! (mamobot),MAMOBOT,1205,1001,Nov-17
986,https://graphtreon.com/creator/eons,PBS Eons is creating videos about paleontology and natural history (eons),PBS Eons,1205,784,Jun-18
987,https://graphtreon.com/creator/HidoriRose,"Hidori Rose is creating cosplay, gravure photography (HidoriRose)nsfw",Hidori Rose,1204,1170,May-17
988,https://graphtreon.com/creator/kibbitzer,kibbitzer is creating a massive collection of reference sheets! (kibbitzer),kibbitzer,1203,2086,Nov-14
989,https://graphtreon.com/creator/lustandpassion,Lust & Passion is creating Adult Games... with class! (lustandpassion)nsfw,Lust & Passion,1202,1025,Oct-17
990,https://graphtreon.com/creator/boobsgames,boobsgames is creating busty art and games (boobsgames)nsfw,boobsgames,1200,604,Dec-18
991,https://graphtreon.com/creator/ptpauloteixeira,Paulo Teixeira is creating Fitness Services (ptpauloteixeira),Paulo Teixeira,1199,108,Apr-20
992,https://graphtreon.com/creator/balsamique,David Balsamique is creating Pin-ups and sexy games (balsamique)nsfw,David Balsamique,1199,1593,Mar-16
993,https://graphtreon.com/creator/tofop,TOFOP is creating Podcast (tofop)nsfw,TOFOP,1198,1708,Dec-15
994,https://graphtreon.com/creator/venatusmaps,Venatus Maps is creating maps and assets for Dungeons & Dragons. (venatusmaps),Venatus Maps,1198,1262,Feb-17
995,https://graphtreon.com/creator/mdf,Miles-DF is creating digital art and education materials (mdf)nsfw,Miles-DF,1196,2211,Jul-14
996,https://graphtreon.com/creator/waero,"Waero is creating Sexy Animations, Illustrations and Comics (waero)nsfw",Waero,1194,1104,Aug-17
997,https://graphtreon.com/creator/patrickhwillems,Patrick (H) Willems is creating Thrilling Entertainment (patrickhwillems),Patrick (H) Willems,1193,1785,Sep-15
998,https://graphtreon.com/creator/FortySixtyFour,FortySixtyFour is creating Web Fiction (FortySixtyFour)nsfw,FortySixtyFour,1190,1143,Jun-17
999,https://graphtreon.com/creator/jackstauber,Jack Stauber is creating Music and VHS Cartoons (jackstauber),Jack Stauber,1190,863,Mar-18
1000,https://graphtreon.com/creator/ngoziu,Ngozi is creating Comics! (ngoziu),Ngozi,1189,1705,Dec-15
